Sample	summarized	lineages	abundances	resid	coverage	Date	test_clusters
SRR18300800.fastq	[('Omicron', 0.97495299999236), ('Other', 0.02142700000301968), ('A', 0.0036199999942603867)]	BA.1 BA.1.9 B.1.1.161 A BA.1.1.1 B.23 B.47	0.72827700 0.24444400 0.01804500 0.00362000 0.00223200 0.00204200 0.00134000	11.724869803486	92.561872909699	2020-02-27	ClusterA
SRR18300801.fastq	[('Omicron', 0.7751809999509909), ('Other', 0.2236379999890015)]	BA.1 BA.1.15.3 BA.1.15 BA.1.1.2 B.1.1.161 B.23 B.47 B.5 B.1.420	0.46308200 0.19754200 0.17745800 0.13464100 0.01889800 0.00262500 0.00182500 0.00148400 0.00126400	11.2393598423773	92.561872909699	2020-02-28	ClusterA
SRR18300802.fastq	[('Other', 0.9991969999855098)]	B.1.1.119 B.1.1.367 B.1.1 B.1.14 B B.1.1.161 B.1.1.111 B.1.1.208 B.1.1.141	0.38221100 0.29236250 0.29236250 0.01136350 0.01136350 0.00453300 0.00193600 0.00167200 0.00139300	11.7597147567638	92.561872909699	2020-02-29	ClusterC
SRR18300803.fastq	[('Other', 0.9999999999750587)]	B.1.1.367 B.1.1 B.1 B.1.1.161 B.1.14 B B.1.1.208	0.47076650 0.47076650 0.03882300 0.01068700 0.00368100 0.00368100 0.00159500	10.8658531696536	92.561872909699	2020-03-01	ClusterC
SRR18300804.fastq	[('Other', 0.9999999997963113)]	B.1.1.367 B.1.1 B.1.14 B B.1.1.161 B.1.1.344 B.47 B.1.1.208 B.1.1.71	0.48358950 0.48358950 0.00879150 0.00879150 0.00778600 0.00294100 0.00204900 0.00126000 0.00120200	8.81250118580091	92.561872909699	2020-03-02	ClusterC
SRR18300805.fastq	[('Omicron', 0.9882699999844349), ('Other', 0.00898499999883378), ('A', 0.002744999998882652)]	BA.1.5 BA.1 BA.1.14.2 B.47 A B.1.1.161 B.23 B.1.420	0.73395100 0.24821300 0.00610600 0.00358300 0.00274500 0.00223200 0.00200200 0.00116800	8.69712583185115	92.561872909699	2020-03-03	ClusterA
SRR18300806.fastq	[('Omicron', 0.9792659999991573), ('Other', 0.020733999996041707)]	BA.1 B.1.1.161 B.47 B.23 B.1.182 B.1.198	0.97926600 0.01097300 0.00425800 0.00215400 0.00176800 0.00158100	10.3206259854738	92.561872909699	2020-03-04	ClusterB
SRR18300807.fastq	[('Omicron', 0.9716339999981809), ('Other', 0.023505999993562378), ('A', 0.004859999999077221)]	BA.1 BA.1.18 B.1.1.529 B.1.1.161 A B.23 B.47 B.1.420	0.69866400 0.24492600 0.02804400 0.01732300 0.00486000 0.00225600 0.00213700 0.00179000	11.8813332734908	92.561872909699	2020-03-05	ClusterC
SRR18300808.fastq	[('Omicron', 0.8393489999623839), ('Other', 0.15969499985928728)]	BA.1 BA.1.1.2 B.1.1.367 B.1.1 B.1.1.161 B.1.1.180 P.7 B.47 B.1.1.41 B.1.1.33 B.42 B.1.14 B B.1.1.380 B.1.198 B.1.1.119	0.65901600 0.18033300 0.05775350 0.05775350 0.02114800 0.00396200 0.00282900 0.00245000 0.00223600 0.00200000 0.00179500 0.00174950 0.00174950 0.00168000 0.00131800 0.00127100	11.0212112476841	92.561872909699	2020-03-06	ClusterB
SRR18300809.fastq	[('Other', 0.9928399999285865), ('Omicron', 0.004578999999931908)]	B.1.1.367 B.1.1 B.1.1.161 BA.1.1.6 B.1.1.310 B.1.1.33 B.1.1.41 B.1.1.71 B.1.1.111 B.1.1.162 B.1.195 B.1.1.197 B.23 B.1.8 B.42 B.1.198 B.47	0.46816050 0.46816050 0.02610600 0.00457900 0.00370900 0.00368600 0.00314000 0.00267700 0.00261200 0.00245000 0.00243000 0.00207000 0.00200000 0.00191500 0.00130600 0.00124000 0.00117800	12.1239116120502	92.561872909699	2020-03-07	ClusterA
SRR18300810.fastq	[('Omicron', 0.9756099999047392), ('Other', 0.02438999978766844)]	BA.1 BA.1.1.2 B.1.1.118 B.6 B.1.1.14	0.72250200 0.25310800 0.01209600 0.01097400 0.00132000	11.3462449945803	92.561872909699	2020-03-08	ClusterB
SRR18300811.fastq	[('Omicron', 0.9773699999733012), ('Other', 0.0204180000056579)]	BA.1 BA.1.15 B.1.1.161 BA.1.1.11 BA.1.16.2 B.1.420 B.23 B.1.195 B.47	0.77321700 0.19065400 0.01194000 0.01082000 0.00267900 0.00263700 0.00261300 0.00181800 0.00141000	10.1387729038932	92.561872909699	2020-03-09	ClusterB
SRR18490815.fastq	[('Omicron', 0.9675319999957266), ('Other', 0.03246799999920941)]	BA.1.1.2 B.1.14 B B.1.1.161 BA.1.1.17 B.23 B.1.420	0.96486100 0.01002050 0.01002050 0.00951100 0.00267100 0.00147500 0.00144100	10.6896556548271	92.561872909699	2020-03-10	ClusterC
SRR18490816.fastq	[('Other', 0.9999999999956494)]	B.1 B.1.14 B	0.97719300 0.01140350 0.01140350	3.8001873955164	92.561872909699	2020-03-11	ClusterC
SRR18490817.fastq	[('Other', 0.9999999998035818)]	B.1.1.367 B.1.1 B.1.1.161 B.1 B.1.14 B	0.47748200 0.47748200 0.01939500 0.01694900 0.00434600 0.00434600	13.4954668997389	92.561872909699	2020-03-12	ClusterC
SRR18490818.fastq	[('Omicron', 0.6635719999992291), ('Other', 0.33642799998879425)]	B.1.1.529 B.1.1.45 B.11 BA.1 B.1.1.161 B.1.1.82 miscBA1BA2Post17k B.1.1.83 B.1.195 B.1.1.119 B.1.198	0.63809600 0.27412600 0.03031100 0.02547600 0.01837600 0.00352600 0.00309500 0.00218000 0.00200600 0.00163500 0.00117300	13.0087568673561	92.561872909699	2020-03-13	ClusterC
SRR18490819.fastq	[('Other', 0.9999999999163971)]	B.1.1.367 B.1.1 B.1.1.119 B.1.14 B B.1.1.310	0.48082800 0.48082800 0.01392100 0.01120300 0.01120300 0.00201700	11.2764494228122	92.561872909699	2020-03-14	ClusterA
SRR18490820.fastq	[('Omicron', 0.6547809999799252), ('Other', 0.3452189992633542)]	BA.1.1.2 B.1 B.1.103 B.47 B.1.195 B.1.198 B.1.439 B.1.164	0.65478100 0.29848400 0.02629300 0.01268500 0.00223200 0.00199500 0.00197000 0.00156000	14.3953026295363	92.561872909699	2020-03-15	ClusterA
SRR18490821.fastq	[('Other', 0.9999999998663146)]	B.1.1.45 B.1.1.367 B.1.1 B.1.1.161 B.1.439 B.1.14 B B.1	0.56250000 0.19247900 0.19247900 0.03775800 0.00595900 0.00357150 0.00357150 0.00168200	10.290109901182	92.561872909699	2020-03-16	ClusterC
SRR18490822.fastq	[('Other', 0.999999999999023)]	B.1.14 B	0.50000000 0.50000000	2.70819876704033	92.561872909699	2020-03-17	ClusterA
SRR18490823.fastq	[('Other', 0.999999999983134)]	B.1.1.161 B.1.1.208	0.99660800 0.00339200	4.89175455324947	92.561872909699	2020-03-18	ClusterB
SRR18490824.fastq	[('Other', 0.9999999999785278)]	B.1.14 B	0.50000000 0.50000000	6.03619094904012	92.561872909699	2020-03-19	ClusterC
SRR18490825.fastq	[('Other', 0.9999999999704305)]	B.1.1.45 B.1.1.161 B.11 B.1 B.1.439	0.94898200 0.03216900 0.00889100 0.00578200 0.00417600	9.48341221965795	92.561872909699	2020-03-20	ClusterB
SRR18490826.fastq	[('Other', 0.9999999999981143)]	B.1.14 B	0.50000000 0.50000000	4.09580368555231	92.561872909699	2020-03-21	ClusterB
SRR18490827.fastq	[('Other', 0.9999999999964722)]	B.1.14 B	0.50000000 0.50000000	7.24714718440905	92.561872909699	2020-03-22	ClusterB
SRR18490828.fastq	[('Other', 0.9999999999913205)]	B.1.1.367 B.1.1 B.1.1.376 B.1.1.161 B.6 B.1.1.256 B.1.195 B.1.1.119	0.32914050 0.32914050 0.31082200 0.00939900 0.00848100 0.00694900 0.00356700 0.00250100	11.9825591102806	92.561872909699	2020-03-23	ClusterA
SRR18490829.fastq	[('Other', 0.80895499916267), ('Omicron', 0.1910450000753991)]	B.1.1.45 XM B.1.1.367 B.1.1 B.1.1.161 B.1.14 B B.1.195 B.1.439 B.1.1.119	0.50000000 0.19104500 0.13469550 0.13469550 0.02213300 0.00451600 0.00451600 0.00359400 0.00280000 0.00200500	12.6481141759063	92.561872909699	2020-03-24	ClusterB
SRR18490830.fastq	[('Other', 0.9999999999887222)]	B.1.1.367 B.1.1 B.1.1.161 B.1.14 B	0.48007250 0.48007250 0.01485500 0.01250000 0.01250000	13.5136347555092	92.561872909699	2020-03-25	ClusterA
SRR18490831.fastq	[('Other', 0.9999999999235669)]	B.1.1.367 B.1.1 B.1.1.161 B.1.143 B.1.14 B	0.48010750 0.48010750 0.02603900 0.00534300 0.00420150 0.00420150	7.66755841721891	92.561872909699	2020-03-26	ClusterB
SRR18490832.fastq	[('Omicron', 0.540677999999693), ('Other', 0.45932199996017564)]	BA.1.9 B.1.1.45 B.1.1.367 B.1.1 B.20 B.1.1.161 B.1.1.119	0.54067800 0.21428600 0.09588650 0.09588650 0.03122300 0.01864800 0.00339200	13.4743791161047	92.561872909699	2020-03-27	ClusterC
SRR18490833.fastq	[('Other', 0.9991039999581246)]	B.1.1.367 B.1.1 B.1.1.197 B.1.14 B B.1.439 B.1.1.119 B.1.1.237	0.48418200 0.48418200 0.01287600 0.00544650 0.00544650 0.00304500 0.00205100 0.00187500	9.68420025442085	92.561872909699	2020-03-28	ClusterB
SRR18490834.fastq	[('Other', 0.6230279997091669), ('Omicron', 0.3764349999948378)]	BA.1.9 B.1.1.367 B.1.1 B.1.1.161 B.1.14 B B.1.164 B.1.439 B.23 B.1.1.119	0.37643500 0.28785900 0.28785900 0.02768500 0.00511450 0.00511450 0.00274700 0.00258300 0.00251300 0.00155300	13.0535817605664	92.561872909699	2020-03-29	ClusterB
SRR18490835.fastq	[('Omicron', 0.9651959999698486), ('Other', 0.03475699983747369)]	BA.1 B.1.1.161 B.55 B.1.76 B.1.1.33 B.1.198 B.1.195 B.1.1.119 B.1.14 B	0.96519600 0.01291500 0.00821600 0.00375400 0.00208700 0.00193000 0.00185000 0.00174100 0.00113200 0.00113200	10.4150546233126	92.561872909699	2020-03-30	ClusterA
SRR18573111.fastq	[('Other', 0.9999999999968504)]	B.1 B.1.14 B B.1.439 B.1.195 B.1.76 B.1.164	0.97762900 0.00595850 0.00595850 0.00476200 0.00253800 0.00196000 0.00119400	14.7946423034519	92.561872909699	2020-03-31	ClusterC
SRR18573112.fastq	[('Other', 0.999049999938785)]	B.1.1.367 B.1.1 B.1.1.322 B.1.1.161 B.1.1.41 B.1.1.180 B.1.195 B.1.14 B B.1.1.237 B.1.1.33 D.2	0.41674550 0.41674550 0.13387000 0.01085300 0.00394000 0.00328000 0.00310900 0.00272650 0.00272650 0.00227700 0.00175100 0.00102600	11.1692403215255	92.561872909699	2020-04-01	ClusterC
SRR18573113.fastq	[('Other', 0.9999999999961308)]	B.1 B.1.14 B B.1.76 B.1.439 B.1.199	0.98708600 0.00345650 0.00345650 0.00241200 0.00187600 0.00171300	10.9191508574472	92.561872909699	2020-04-02	ClusterC
SRR18573114.fastq	[('Other', 0.6851179999778427), ('Omicron', 0.3148819999991605)]	B.1.1.367 B.1.1 XM B.1.1.161 B.1.1.237 B.1.195 B.1.14 B B.1.420 B.23	0.32922150 0.32922150 0.31488200 0.00999200 0.00753300 0.00266900 0.00164350 0.00164350 0.00162600 0.00156800	13.1867242016487	92.561872909699	2020-04-03	ClusterC
SRR18573115.fastq	[('Other', 0.9999999999966227)]	B.1.1.168 B.1.1.161 B.11 B.1.195 B.1.1.408	0.98255500 0.00689300 0.00583600 0.00306400 0.00165200	14.5327701615042	92.561872909699	2020-04-04	ClusterB
SRR18573116.fastq	[('Other', 0.9999999999414381)]	B.1 B.1.14 B B.1.164	0.98392500 0.00715200 0.00715200 0.00177100	4.91198287188945	92.561872909699	2020-04-05	ClusterA
SRR18573117.fastq	[('Other', 0.9999999999979031)]	B.1.1.168 B.1.1.161	0.98705100 0.01294900	10.8485464988088	92.561872909699	2020-04-06	ClusterC
SRR18573118.fastq	[('Other', 0.9999999999955603)]	B.1.14 B	0.50000000 0.50000000	7.02250309885901	92.561872909699	2020-04-07	ClusterC
SRR18573119.fastq	[('Other', 0.9999999998672752)]	B.1 B.1.14 B B.1.198	0.99283700 0.00278850 0.00278850 0.00158600	13.681209361566	92.561872909699	2020-04-08	ClusterC
SRR18573120.fastq	[('Other', 0.6371719998212926), ('Omicron', 0.36282800003699706)]	B.1.1.322 BA.1 BA.1.9 miscBA1BA2Post17k B.1.1.367 B.1.1 B.1.1.161 B.1.1.71 B.20 B.1.1.17 B.1.195 B.1.164 B.1.1.33	0.29305400 0.18562000 0.17720800 0.14175400 0.08584950 0.08584950 0.00861700 0.00740700 0.00401800 0.00339200 0.00320400 0.00230200 0.00172500	14.4536296778818	92.561872909699	2020-04-09	ClusterA
SRR18573121.fastq	[('Omicron', 0.9781569998501896), ('Other', 0.021842999941527802)]	BA.1.1.2 BA.1.5 BA.1 XM BA.1.9 B.1.1.529 B.1.1.161 B.1.1.71 B.1.14 B B.1.1.33 B.1.1.438 B.1.195	0.36938700 0.20261300 0.12828500 0.10334000 0.09855000 0.07598200 0.00659300 0.00364200 0.00334050 0.00334050 0.00200200 0.00169900 0.00122600	11.5426697668171	92.561872909699	2020-04-10	ClusterA
SRR18573122.fastq	[('Other', 0.9999999999574525)]	B.1.1.367 B.1.1 B.1.1.161 B.1.1.310 B.1.14 B B.1.1.33 B.1.1.160 B.1.199 B.1.1.237 B.1.198	0.48413950 0.48413950 0.01064900 0.00713600 0.00280000 0.00280000 0.00231200 0.00197900 0.00149200 0.00141900 0.00113400	8.20826930190368	92.561872909699	2020-04-11	ClusterC
SRR18573123.fastq	[('Omicron', 0.850830999813204), ('Other', 0.14818099995876577)]	BA.1.1.2 BA.1.15 BA.1 B.1.1.322 BA.1.5 B.1.1.161 B.1.195 B.1.1.33 B.1.420 B.1.14 B B.1.1.237 B.1.1.119 B.1.1.379 B.1.198	0.31729100 0.30058200 0.13913200 0.12206100 0.09382600 0.00894000 0.00452600 0.00245000 0.00208000 0.00156500 0.00156500 0.00132500 0.00129500 0.00120500 0.00116900	10.6287618473662	92.561872909699	2020-04-12	ClusterC
SRR18573124.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.6420250000118394), ('Omicron', 0.18548699999519755), ('Other', 0.17194099987153566)]	BA.2.23 BA.2 BA.1 B.1.1.367 B.1.1 B.1.1.161 B.55 B.1.195 B.1.1.71 B.1.1.33 XQ B.1.1.119	0.44444400 0.19758100 0.18344400 0.07371350 0.07371350 0.00848700 0.00579300 0.00353100 0.00270700 0.00215700 0.00204300 0.00183900	13.8744714843428	92.561872909699	2020-04-13	ClusterA
SRR18573125.fastq	[('Other', 0.999999999998562)]	B.1.14 B	0.50000000 0.50000000	0.522345510897241	92.561872909699	2020-04-14	ClusterA
SRR18573126.fastq	[('Other', 0.9999999999988888)]	B.1.1.161 B.1.14 B	0.98107700 0.00946150 0.00946150	6.20486926647523	92.561872909699	2020-04-15	ClusterC
SRR18762788.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.5066729999881765), ('Omicron', 0.4454659999950564), ('Other', 0.047525999990735535)]	BA.2 BA.1.9 BA.1 BA.1.15 XAC B.1.1.33 B.1.1.161 B.11 B.1.1.71 B.1.1.141 XQ B.1.1.57 B.1.198	0.50667300 0.17061200 0.16683900 0.06254900 0.04304800 0.01422500 0.01068200 0.00970900 0.00650100 0.00314500 0.00241800 0.00198400 0.00128000	13.5261549186783	92.561872909699	2020-04-16	ClusterC
SRR18762789.fastq	[('Other', 0.8235290000074723), ('Omicron', 0.176470999993257)]	B.1 BA.1.1.2 B.1.187 B.1.439 B.1.14 B B.1.195	0.79978000 0.17647100 0.00639500 0.00540300 0.00478250 0.00478250 0.00238600	13.852166530737	92.561872909699	2020-04-17	ClusterB
SRR18762790.fastq	[('Omicron', 0.8697079999773004), ('Other', 0.13014699994805007)]	BA.1.1.2 BA.1 B.1.1.367 B.1.1 B.1.1.180 B.1.14 B XF B.1.1.119 B.1.198	0.65515900 0.21454900 0.05805950 0.05805950 0.00470000 0.00213450 0.00213450 0.00202000 0.00167300 0.00136600	11.7614178372943	92.561872909699	2020-04-18	ClusterB
SRR18762791.fastq	[('Omicron', 0.6989659999986537), ('Other', 0.2990759999904151)]	B.1.1.529 XM miscBA1BA2Post17k B.1.1.367 B.1.1 B.1.1.161 B.1 B.1.1.17	0.44858200 0.25038400 0.17969500 0.05293250 0.05293250 0.00786100 0.00294400 0.00271100	14.6030982810097	92.561872909699	2020-04-19	ClusterB
SRR18762792.fastq	[('Other', 0.6946719999428438), ('Omicron', 0.30383499999993807), ('BA.2* [Omicron (BA.2.X)]', 0.0014930000131084611)]	miscBA1BA2Post13k BA.1 B.1.1.322 B.1.1.367 B.1.1 B.1.187 B.1.14 B B.1.439 BA.2.3.12 B.1 B.1.1.161	0.33835500 0.30383500 0.27102000 0.03493500 0.03493500 0.00633600 0.00232500 0.00232500 0.00223500 0.00149300 0.00111600 0.00109000	13.3412691711754	92.561872909699	2020-04-20	ClusterA
SRR18762793.fastq	[('Other', 0.99839999947003)]	miscBA1BA2Post17k B.1.1.367 B.1.1 B.1.1.161 B.1	0.89603000 0.03876000 0.03876000 0.01664600 0.00820400	13.8248257437617	92.561872909699	2020-04-21	ClusterC
SRR18762794.fastq	[('Other', 0.7407769999390618), ('Omicron', 0.2589039999977031)]	B.1.1.367 B.1.1 XM B.1.1.161 B.1.14 B	0.36465800 0.36465800 0.25890400 0.00475000 0.00335550 0.00335550	13.5964389355273	92.561872909699	2020-04-22	ClusterB
SRR18762795.fastq	[('Omicron', 0.7517559999964449), ('Other', 0.24748299999476833)]	BA.1.1.2 B.1.1.45 XM BA.1 BA.1.15 B.42 B.11 B.1.1.33 B.1.195	0.42330900 0.23630400 0.15442800 0.11178400 0.06223500 0.00460800 0.00275100 0.00228100 0.00153900	13.2765735473219	92.561872909699	2020-04-23	ClusterA
SRR18762796.fastq	[('Other', 0.9994679998944728)]	miscBA1BA2Post17k B.1.1.367 B.1.1 B.20	0.77854700 0.10874650 0.10874650 0.00342800	14.5613331427878	92.561872909699	2020-04-24	ClusterC
SRR18762797.fastq	[('Other', 0.8000000001200562), ('Omicron', 0.19999999988561304)]	B.1 BA.1.1.2 B.1.187 B.1.14 B B.1.195 B.1.439 B.1.164	0.77471200 0.20000000 0.00859600 0.00432050 0.00432050 0.00340400 0.00249500 0.00215200	14.2658969404594	92.561872909699	2020-04-25	ClusterB
SRR18762798.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8124430000140913), ('Other', 0.11218699996087891), ('Omicron', 0.0744580000866089)]	BA.2.23 miscBA2BA1PostSpike BA.1 BA.2.10.1 B.1.439 B.1.195 XAD B.1.14 B B.11	0.79870700 0.10107300 0.07230800 0.01373600 0.00373700 0.00285200 0.00215000 0.00176200 0.00176200 0.00100100	11.0175808989823	92.561872909699	2020-04-26	ClusterC
SRR18762799.fastq	[('Other', 0.9999999998405796)]	B.1 miscBA1BA2Post5386 miscBA1BA2Pre4321 B.1.14 B B.1.439 B.1.420 B.1.164	0.50728800 0.26544600 0.21337100 0.00389900 0.00389900 0.00369300 0.00132300 0.00108100	16.0211232471474	92.561872909699	2020-04-27	ClusterB
SRR18762800.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.5236930000078928), ('Other', 0.47630699949143357)]	BA.2.23 B.1.1.367 B.1.1 B.1.1.161 B.1.195 B.1.14 B	0.52369300 0.23173500 0.23173500 0.00606500 0.00317000 0.00180100 0.00180100	15.2086276798821	92.561872909699	2020-04-28	ClusterA
SRR18762801.fastq	[('Other', 0.7458129995050545), ('BA.2* [Omicron (BA.2.X)]', 0.25406499999057075)]	B.1.1.322 miscBA1BA2Post13k BA.2.23 miscBA1BA2Pre10k B.1.104 B.6 B.1.439 B.1.1.161	0.40482300 0.30298000 0.25406500 0.01419300 0.00965500 0.00791000 0.00362100 0.00263100	16.9850176525037	92.561872909699	2020-04-29	ClusterC
SRR18762802.fastq	[('Other', 0.999999999611428)]	B.1.1.322 B.1.1.367 B.1.1 miscBA1BA2Pre4321 B.1 B.1.1.141 B.1.1.33 B.1.14 B B.1.195 B.1.1.237	0.42418800 0.23055750 0.23055750 0.08805000 0.01012200 0.00353700 0.00336100 0.00282800 0.00282800 0.00227300 0.00169800	15.0472649349172	92.561872909699	2020-04-30	ClusterC
SRR18762803.fastq	[('Omicron', 0.8930959999261954), ('Other', 0.10690400043152871)]	BA.1 XM B.1 B.47 B.1.76 B.1.439 B.1.195 B.1.164 XQ	0.55186700 0.33967500 0.08869600 0.00472700 0.00405700 0.00367900 0.00300600 0.00273900 0.00155400	13.7668834572757	92.561872909699	2020-05-01	ClusterB
SRR18762804.fastq	[('Omicron', 0.909090999976155), ('Other', 0.09090899994352665)]	BA.1.1.2 BA.1 B.1.1.367 B.1.1 B.1.1.161 B.1.14 B B.1.195	0.48350100 0.42559000 0.03574350 0.03574350 0.00833000 0.00395500 0.00395500 0.00318200	11.1609364286582	92.561872909699	2020-05-02	ClusterA
SRR18862835.fastq	[('Other', 0.6998219999347857), ('BA.2* [Omicron (BA.2.X)]', 0.2989529999871342)]	miscBA1BA2Pre4321 BA.2 B.1.1 B.1.1.367 B B.1.14 B.1.1.37 miscBA1BA2Post17k P.7 B.1.439 B.1.1.33 B.1.1.5 B.1.164 B.1.420 B.1.1.180 B.1.1.17 B.42 B.1.1.71 B.1.195 B.1.143 B.1.1.380 B.1.418 B.1.1.237 B.1.1.141	0.50977500 0.29895300 0.04277700 0.04277700 0.02135500 0.02135500 0.01916900 0.00689100 0.00430800 0.00370400 0.00336000 0.00288600 0.00226100 0.00206600 0.00201000 0.00200900 0.00192900 0.00181100 0.00180200 0.00175800 0.00172800 0.00157700 0.00148200 0.00103200	13.4160363341581	92.561872909699	2020-05-03	ClusterB
SRR18862836.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8329059999957978), ('Other', 0.16396799999144432)]	BA.2 miscBA1BA2Pre4321 B.1.1.161 B.29 B.47 B.1.1.41 B.1.1.71 B.23 B.1.420 B.1.1.33 B.1.8 B.1.1.88 B.1.1.141 B.1.1.237	0.83290600 0.12734400 0.01249400 0.00343500 0.00328600 0.00256600 0.00237600 0.00234300 0.00225100 0.00182300 0.00177800 0.00149700 0.00140200 0.00137300	12.5974386782548	92.561872909699	2020-05-04	ClusterA
SRR18862837.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.6363640000030572), ('Other', 0.3630989999468154)]	BA.2.23 miscBA1BA2Pre4321 BA.2.44 B.1.1.25 B.1.1.161 B.1.14 B B.1.420 B.1.195 B.23 B.1.198 B.1.8 miscBA1BA2Post17k B.47	0.55918800 0.31827200 0.07717600 0.02311800 0.00389300 0.00279150 0.00279150 0.00231900 0.00194500 0.00191200 0.00179900 0.00149300 0.00145200 0.00131300	12.0737658502622	92.561872909699	2020-05-05	ClusterA
SRR18862838.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.7131460000018213), ('Other', 0.2816349997964435), ('Omicron', 0.0016260000000167063)]	BA.2.23 miscBA1BA2Pre4321 BA.2.12.1 BA.2.25 miscBA1BA2Post5386 B.1.1.161 B.1.1 B.1.1.367 B.1.1.37 B.1.1.178 B.1.1.41 B.1.1.71 B.47 B.1.420 B.1.1.204 B.1.1.40 B.5 XQ B.1.1.17 B.1.198 BA.2.3.4 B.1.1.141 B.1.182	0.53976100 0.21038600 0.13787000 0.03395700 0.01737000 0.01138900 0.00728450 0.00728450 0.00553700 0.00245900 0.00241000 0.00227400 0.00211200 0.00199000 0.00193400 0.00174100 0.00166500 0.00162600 0.00159200 0.00157900 0.00155800 0.00154500 0.00108300	14.042849277639	92.561872909699	2020-05-06	ClusterA
SRR18862839.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8199929999930896), ('Other', 0.1274359999865209), ('Omicron', 0.051948000000181294)]	BA.2 BA.2.12.1 miscBA1BA2Post17k BA.1 B.1.1.322 BA.1.4 B.1.1.71 B.1.1.161 B.1.1.41 B.23 B.1.14 B B.1.8 B.47 B.1.195 BA.2.57 B.1.1.141 B.1.1.33 B.42	0.69734400 0.12045200 0.07801300 0.04585100 0.01740300 0.00609700 0.00464900 0.00441000 0.00334900 0.00254800 0.00253600 0.00253600 0.00245300 0.00235600 0.00224700 0.00219700 0.00184100 0.00181000 0.00128500	13.080824304933	92.561872909699	2020-05-07	ClusterC
SRR18862840.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8966289999849929), ('Other', 0.10113099996453388), ('Omicron', 0.0022400000000140853)]	BA.2 BA.2.12.1 B.1.1.378 B.47 B.1.1.161 B.1.195 B.1.1.178 B.1.187 B.42 BG.5 XAD B.1.420 B.23 B.1.1.111 B.1.14 B B.1.1.244	0.67428300 0.22234600 0.04200900 0.01712400 0.01131300 0.00817000 0.00384900 0.00319900 0.00290200 0.00284500 0.00224000 0.00216000 0.00176600 0.00153500 0.00150550 0.00150550 0.00124800	11.9204551304828	92.561872909699	2020-05-08	ClusterB
SRR18862841.fastq	[('Other', 0.8874269996961601), ('Omicron', 0.11207999993954879)]	miscBA1BA2Pre4321 miscBA1BA2Post5386 XAD B.1.1.367 B.1.1 B.6 B.1.1.161 B.1.1.237 B.1.1.5 B.1.1.33 B.1.1.41 B.1.420 B.1.1.71 XQ B.1.195	0.62953300 0.20220700 0.11048700 0.01265100 0.01265100 0.00912500 0.00528800 0.00310400 0.00305800 0.00237900 0.00221100 0.00199700 0.00187500 0.00159300 0.00134800	14.5500629292405	92.561872909699	2020-05-09	ClusterA
SRR18862842.fastq	[('Omicron', 0.678605999994086), ('Other', 0.17800099990151766), ('BA.2* [Omicron (BA.2.X)]', 0.1387929999957942), ('A', 0.0038229999989961862)]	XQ BA.2 B.1.1.367 B.1.1 miscBA2BA1PostSpike B.1.1.161 B.1.1.41 B.1.1.310 XAD A B.1.195 B.1.1.141 B.1.198 B.10 B.1.1.197 B.1.1.363 B.1.1.71 B.47 BA.1	0.67335200 0.13879300 0.06252950 0.06252950 0.01392300 0.00853500 0.00805300 0.00611600 0.00410600 0.00382300 0.00331500 0.00244600 0.00222100 0.00197900 0.00183200 0.00164400 0.00155800 0.00132000 0.00114800	13.7924614938768	92.561872909699	2020-05-10	ClusterA
SRR18862843.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.6879939999985538), ('Omicron', 0.17725399999912494), ('Other', 0.1335450000094717)]	BA.2.23 XM B.1 B.1.14 B B.1.8 B.1.439 B.1.164 B.23 B.1.195 B.1.639 B.1.420 B.1.182	0.68799400 0.17725400 0.10710900 0.00500850 0.00500850 0.00301500 0.00294700 0.00229000 0.00223100 0.00181500 0.00157000 0.00137600 0.00117500	14.1574769462151	92.561872909699	2020-05-11	ClusterA
SRR18862844.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.958216999996746), ('Other', 0.03870099999524468), ('Omicron', 0.0030819999998637905)]	BA.2 B.1.1.161 XQ B.1.1.197 B.1.1.310 B.1.1.367 B.1.1 B.1.14 B B.1.195 B.23 B.1.1.71 B.1.420 B.1.198 B.1.8 B.1.1.141	0.95821700 0.00979800 0.00308200 0.00287500 0.00271400 0.00267200 0.00267200 0.00251600 0.00251600 0.00237900 0.00224700 0.00207400 0.00188700 0.00158600 0.00155600 0.00120900	13.7789223500216	92.561872909699	2020-05-12	ClusterC
